id,archetype,latency_ms,drift_score,response_len
CHM-0694,noble,12475.6,1.0,185
CHM-0695,guard,6793.1,1.0,72
CHM-0696,noble,5538.3,1.0,45
CHM-0697,peasant,6321.8,1.0,63
CHM-0698,scholar,12534.5,1.0,199
CHM-0699,peasant,11575.8,1.0,148
CHM-0700,peasant,10781.0,0.6667,147
CHM-0701,peasant,18857.5,1.0,295
CHM-0702,peasant,5549.0,1.0,57
CHM-0703,peasant,9195.1,1.0,104
CHM-0704,guard,6635.8,1.0,82
CHM-0705,scholar,7206.8,1.0,94
CHM-0706,noble,3677.9,1.0,24
CHM-0707,scholar,10322.5,1.0,167
CHM-0708,peasant,9564.8,1.0,145
CHM-0709,guard,4741.3,1.0,43
CHM-0710,peasant,10423.0,1.0,170
CHM-0711,peasant,8107.3,1.0,84
CHM-0712,guard,5979.4,1.0,63
CHM-0713,noble,5764.0,1.0,54
CHM-0714,peasant,6421.3,1.0,59
CHM-0715,peasant,6203.8,0.0,68
CHM-0716,peasant,9984.6,0.3333,132
CHM-0717,peasant,5605.3,1.0,50
CHM-0718,peasant,10028.2,1.0,146
CHM-0719,guard,6875.8,1.0,77
CHM-0720,noble,11231.3,1.0,155
CHM-0721,peasant,7681.4,1.0,98
CHM-0722,peasant,18278.9,1.0,269
CHM-0723,noble,6376.0,1.0,70
CHM-0724,noble,8085.8,1.0,89
CHM-0725,peasant,14595.4,1.0,214
CHM-0726,noble,10202.2,1.0,128
CHM-0727,peasant,7477.7,1.0,79
CHM-0728,guard,3896.3,1.0,26
CHM-0729,peasant,6428.5,1.0,61
CHM-0730,peasant,5995.9,1.0,74
CHM-0731,noble,9130.4,1.0,121
CHM-0732,peasant,8922.6,1.0,101
CHM-0733,peasant,9979.4,0.6667,145
CHM-0734,noble,7455.0,1.0,81
CHM-0735,noble,6835.2,1.0,69
CHM-0736,noble,5991.4,0.3333,61
CHM-0737,noble,8526.3,1.0,89
CHM-0738,peasant,8134.8,0.6667,91
CHM-0739,noble,18960.0,1.0,250
CHM-0740,peasant,4744.6,0.8,41
CHM-0741,noble,17616.7,1.0,274
CHM-0742,peasant,18915.8,1.0,133
CHM-0743,guard,6266.3,1.0,58
CHM-0744,peasant,10824.8,0.8,137
CHM-0745,noble,5662.2,1.0,63
CHM-0746,peasant,6240.3,1.0,64
CHM-0747,peasant,10645.9,0.5,123
CHM-0748,peasant,6182.5,1.0,69
CHM-0749,guard,8516.6,1.0,109
CHM-0750,peasant,18876.7,1.0,308
CHM-0751,noble,8924.8,1.0,124
CHM-0752,scholar,5404.5,0.6667,57
CHM-0753,peasant,5986.5,1.0,56
CHM-0754,noble,9031.6,1.0,110
CHM-0755,noble,8135.8,1.0,95
CHM-0756,guard,5783.2,1.0,53
CHM-0757,peasant,6418.9,0.75,59
CHM-0758,noble,6198.2,1.0,70
CHM-0759,noble,7072.7,1.0,96
CHM-0760,peasant,7075.2,1.0,67
CHM-0761,noble,4942.2,1.0,38
CHM-0762,peasant,8121.6,1.0,98
CHM-0763,peasant,7266.6,1.0,85
CHM-0764,noble,9550.7,0.5,126
CHM-0765,noble,6612.8,1.0,80
CHM-0766,scholar,13370.9,1.0,226
CHM-0767,noble,7934.2,1.0,107
CHM-0768,peasant,9123.8,1.0,128
CHM-0769,guard,8754.1,1.0,106
CHM-0770,peasant,5323.7,1.0,52
CHM-0771,peasant,11239.8,0.8,152
CHM-0772,noble,9195.2,0.6667,120
CHM-0773,scholar,12405.8,1.0,185
CHM-0774,guard,10264.0,1.0,144
CHM-0775,guard,5357.4,1.0,51
CHM-0776,noble,4740.9,1.0,41
CHM-0777,guard,4950.9,1.0,47
CHM-0778,noble,11501.8,1.0,157
CHM-0779,peasant,8064.1,1.0,91
CHM-0780,scholar,8734.4,1.0,125
CHM-0781,noble,18855.0,1.0,159
CHM-0782,noble,9348.0,1.0,115
CHM-0783,noble,8275.6,1.0,97
CHM-0784,scholar,14638.5,1.0,235
CHM-0785,peasant,8706.7,0.8,123
CHM-0786,noble,15078.7,1.0,201
CHM-0787,guard,6021.5,1.0,64
CHM-0788,guard,6420.6,1.0,69
CHM-0789,noble,6194.8,1.0,85
CHM-0790,guard,8204.9,1.0,99
CHM-0791,peasant,7516.4,1.0,73
CHM-0792,peasant,6063.7,1.0,74
CHM-0793,peasant,13878.0,1.0,219
CHM-0794,peasant,6444.5,1.0,81
CHM-0795,guard,11272.6,1.0,149
CHM-0796,noble,6875.3,1.0,67
CHM-0797,peasant,5577.9,1.0,48
CHM-0798,noble,4755.6,1.0,42
CHM-0799,guard,8576.5,0.75,107
CHM-0800,noble,4526.0,1.0,42
CHM-0801,peasant,5792.4,1.0,56
CHM-0802,guard,8221.4,1.0,106
CHM-0803,noble,6126.0,1.0,53
SYN-0804,merchant,4518.8,0.0,29
SYN-0805,merchant,6996.5,1.0,79
SYN-0806,merchant,7661.8,1.0,89
SYN-0807,merchant,18135.6,1.0,252
SYN-0808,merchant,6557.8,0.0,92
SYN-0809,merchant,5540.1,1.0,54
SYN-0810,scholar,4736.7,0.75,43
SYN-0811,scholar,6603.7,0.0,78
SYN-0812,scholar,8653.2,0.0,123
SYN-0813,scholar,5376.3,0.0,53
SYN-0814,scholar,18709.7,0.0,310
SYN-0815,innkeeper,8890.6,1.0,107
SYN-0816,innkeeper,8304.1,0.0,95
SYN-0817,innkeeper,9233.6,1.0,112
SYN-0818,innkeeper,5971.0,0.0,62
SYN-0819,innkeeper,5541.3,1.0,50
SYN-0820,herbalist,4961.0,1.0,38
SYN-0821,herbalist,7192.3,0.0,87
SYN-0822,herbalist,4521.4,0.0,37
SYN-0823,herbalist,5727.2,0.0,63
SYN-0824,herbalist,5960.7,0.0,58
SYN-0825,merchant,5327.4,1.0,44
SYN-0826,merchant,18773.6,0.0,159
SYN-0827,merchant,4237.3,1.0,33
SYN-0828,merchant,15274.3,0.0,219
SYN-0829,merchant,18755.6,1.0,272
SYN-0830,scholar,6373.8,1.0,69
SYN-0831,scholar,8479.5,0.0,107
SYN-0832,scholar,7773.9,1.0,110
SYN-0833,scholar,5476.3,0.0,55
SYN-0834,scholar,5901.0,0.0,74
SYN-0835,innkeeper,14560.9,0.0,259
SYN-0836,innkeeper,6508.9,1.0,67
SYN-0837,innkeeper,5361.0,1.0,40
SYN-0838,innkeeper,6605.5,1.0,55
SYN-0839,innkeeper,6145.3,0.0,55
SYN-0840,herbalist,5989.1,0.0,60
SYN-0841,herbalist,6149.5,1.0,63
SYN-0842,herbalist,4528.1,0.0,37
SYN-0843,herbalist,5959.8,1.0,60
SYN-0844,herbalist,14598.1,0.0,216
SYN-0845,merchant,6389.6,0.0,63
SYN-0846,merchant,7031.6,0.0,92
SYN-0847,merchant,16117.6,0.0,244
SYN-0848,merchant,5954.8,1.0,66
SYN-0849,merchant,5531.6,1.0,51
SYN-0850,scholar,18761.6,0.0,226
SYN-0851,scholar,4472.4,0.0,40
SYN-0852,scholar,18837.0,1.0,305
SYN-0853,scholar,4494.4,0.0,36
SYN-0854,scholar,5966.1,0.0,73
SYN-0855,innkeeper,18847.9,0.0,159
SYN-0856,innkeeper,5707.6,0.0,51
SYN-0857,innkeeper,4914.1,0.0,43
SYN-0858,innkeeper,7691.1,0.0,79
SYN-0859,innkeeper,6200.6,0.0,81
SYN-0860,herbalist,18750.7,1.0,133
SYN-0861,herbalist,7225.5,0.0,96
SYN-0862,herbalist,5809.5,0.0,73
SYN-0863,herbalist,11134.4,0.0,175
SYN-0864,herbalist,5760.3,0.0,61
SYN-0865,merchant,6258.3,0.0,61
SYN-0866,merchant,5875.2,0.0,60
SYN-0867,merchant,18022.8,0.0,246
SYN-0868,merchant,5775.5,0.0,61
SYN-0869,merchant,18767.4,0.0,200
SYN-0870,scholar,8305.5,0.0,116
SYN-0871,scholar,4943.1,0.0,47
SYN-0872,scholar,18875.9,0.0,276
SYN-0873,scholar,5729.6,1.0,64
SYN-0874,scholar,7242.5,0.0,109
SYN-0875,innkeeper,9336.0,0.0,119
SYN-0876,innkeeper,7274.2,1.0,78
SYN-0877,innkeeper,17656.0,0.0,269
SYN-0878,innkeeper,18798.3,1.0,133
SYN-0879,innkeeper,18870.9,1.0,290
SYN-0880,herbalist,6417.6,0.0,76
SYN-0881,herbalist,8091.2,0.0,107
SYN-0882,herbalist,6413.0,0.0,84
SYN-0883,herbalist,5360.7,1.0,46
SYN-0884,herbalist,5364.4,0.0,48
SYN-0885,merchant,18869.8,0.0,159
SYN-0886,merchant,4617.7,0.0,79
SYN-0887,merchant,8589.8,0.0,80
SYN-0888,merchant,22631.3,0.0,322
SYN-0889,merchant,9684.0,0.0,89
SYN-0890,scholar,4302.4,0.0,33
SYN-0891,scholar,18826.5,0.0,279
SYN-0892,scholar,5594.6,0.0,56
SYN-0893,scholar,8501.4,1.0,97
SYN-0894,scholar,18851.7,0.0,309
SYN-0895,innkeeper,9997.8,0.0,132
SYN-0896,innkeeper,7846.7,0.0,101
SYN-0897,innkeeper,9552.2,0.0,151
SYN-0898,innkeeper,6397.7,1.0,71
SYN-0899,innkeeper,18909.2,0.0,282
SYN-0900,merchant,18808.8,0.0,343
SYN-0901,merchant,5368.5,0.0,58
SYN-0902,scholar,17990.5,0.0,285
SYN-0903,scholar,5132.1,0.0,41
SYN-0904,innkeeper,5773.1,0.0,67
SYN-0905,merchant,5700.3,0.0,66
SYN-0906,merchant,5568.8,0.0,54
SYN-0907,merchant,6179.6,0.0,67
SYN-0908,merchant,9977.4,0.0,152
SYN-0909,merchant,4296.6,0.0,33
SYN-0910,merchant,6783.1,0.0,81
SYN-0911,scholar,18829.7,0.0,349
SYN-0912,scholar,4513.4,0.0,36
SYN-0913,scholar,6134.3,0.0,73
SYN-0914,scholar,6416.0,0.0,90
SYN-0915,scholar,18845.9,0.0,333
SYN-0916,scholar,4527.1,0.0,38
SYN-0917,innkeeper,5732.5,0.0,60
SYN-0918,innkeeper,6216.6,1.0,71
SYN-0919,innkeeper,8486.2,0.0,109
SYN-0920,innkeeper,10195.3,1.0,146
SYN-0921,herbalist,18859.5,0.0,250
SYN-0922,herbalist,18907.8,1.0,133
SYN-0923,herbalist,18825.1,1.0,133
SYN-0924,merchant,4289.2,0.0,33
SYN-0925,merchant,7232.1,0.0,95
SYN-0926,merchant,18810.7,0.0,293
SYN-0927,merchant,8467.4,0.0,107
SYN-0928,merchant,18795.2,0.0,283
SYN-0929,scholar,11403.8,1.0,183
SYN-0930,scholar,9520.2,0.0,136
SYN-0931,scholar,5946.3,1.0,59
SYN-0932,scholar,7863.4,0.0,105
SYN-0933,scholar,18073.4,0.0,324
SYN-0934,innkeeper,3983.0,0.0,43
SYN-0935,innkeeper,7765.6,0.0,125
SYN-0936,innkeeper,6094.7,0.0,69
SYN-0937,innkeeper,4859.9,0.0,50
SYN-0938,innkeeper,9563.7,0.0,70
SYN-0939,herbalist,15247.2,1.0,260
SYN-0940,herbalist,6573.4,1.0,100
SYN-0941,merchant,4271.7,0.0,33
SYN-0942,merchant,6826.0,0.0,87
SYN-0943,merchant,6704.4,0.0,88
SYN-0944,merchant,7383.6,0.0,90
SYN-0945,merchant,8255.4,0.0,99
SYN-0946,scholar,18380.4,0.0,297
SYN-0947,scholar,18421.2,0.0,360
SYN-0948,scholar,5783.3,0.0,61
SYN-0949,scholar,5260.8,1.0,56
SYN-0950,scholar,9583.3,0.0,152
SYN-0951,innkeeper,8699.1,0.0,112
SYN-0952,innkeeper,6366.9,1.0,53
SYN-0953,innkeeper,11422.9,0.0,179
SYN-0954,innkeeper,5382.4,0.0,59
SYN-0955,innkeeper,6624.2,0.0,70
SYN-0956,herbalist,11191.1,1.0,150
SYN-0957,herbalist,7389.4,0.0,98
SYN-0958,merchant,6627.1,0.0,70
SYN-0959,merchant,4722.8,0.0,49
SYN-0960,merchant,6533.0,1.0,74
SYN-0961,merchant,4517.9,0.0,38
SYN-0962,merchant,4848.9,0.0,36
SYN-0963,scholar,6596.4,0.0,86
SYN-0964,scholar,6043.6,1.0,76
SYN-0965,scholar,8489.9,0.0,111
SYN-0966,scholar,7035.6,0.0,84
SYN-0967,scholar,5317.4,0.0,50
SYN-0968,innkeeper,9770.0,0.0,145
SYN-0969,innkeeper,8705.1,0.0,136
SYN-0970,innkeeper,7656.2,0.0,102
SYN-0971,innkeeper,5576.8,0.0,59
SYN-0972,herbalist,8296.3,0.0,89
SYN-0973,herbalist,6646.5,0.0,87
SYN-0974,herbalist,7057.8,0.0,72
SYN-0975,merchant,8284.7,0.0,95
SYN-0976,merchant,7450.0,0.0,88
SYN-0977,merchant,8706.6,0.0,101
SYN-0978,merchant,18795.3,0.0,310
SYN-0979,merchant,8687.3,0.0,118
SYN-0980,merchant,4315.4,0.0,30
SYN-0981,scholar,11026.3,1.0,125
SYN-0982,scholar,9540.4,0.0,109
SYN-0983,scholar,9976.0,0.0,131
SYN-0984,scholar,18821.2,0.0,304
SYN-0985,innkeeper,4312.3,0.0,30
SYN-0986,innkeeper,8077.6,0.0,85
SYN-0987,innkeeper,6999.8,0.0,80
SYN-0988,innkeeper,18815.1,0.0,293
SYN-0989,herbalist,6410.2,0.0,77
SYN-0990,herbalist,7225.6,0.0,82
SYN-0991,herbalist,8048.8,0.0,104
SYN-0992,guard,3889.2,0.0,17
SYN-0993,guard,6803.1,0.0,73
SYN-0994,merchant,5376.6,0.0,45
SYN-0995,merchant,7242.2,0.0,84
SYN-0996,merchant,3898.2,0.0,20
SYN-0997,merchant,7639.0,0.0,91
SYN-0998,scholar,8282.8,0.0,124
SYN-0999,scholar,5157.3,0.0,48
SYN-1000,scholar,6404.7,0.0,83
SYN-1001,innkeeper,6202.8,0.0,56
SYN-1002,innkeeper,6401.5,0.0,63
SYN-1003,innkeeper,18827.9,0.0,283
