id,archetype,latency_ms,drift_score,response_len
CHM-0736,noble,2078.4,1.0,318
CHM-0737,noble,13013.7,1.0,2554
CHM-0738,peasant,5886.5,1.0,1051
CHM-0739,noble,4064.2,1.0,502
CHM-0740,peasant,2173.0,1.0,381
CHM-0741,noble,8328.8,1.0,1627
CHM-0742,peasant,2724.7,1.0,442
CHM-0743,guard,5264.5,1.0,888
CHM-0744,peasant,8654.8,0.5,1810
CHM-0745,noble,6089.8,1.0,1269
CHM-0746,peasant,6013.8,1.0,1133
CHM-0747,peasant,5601.4,0.5,1166
CHM-0748,peasant,8540.2,1.0,1951
CHM-0749,guard,6691.0,1.0,1620
