id,archetype,latency_ms,drift_score,response_len
SYN-0842,herbalist,4191.1,0.0,35
SYN-0843,herbalist,5985.6,1.0,60
SYN-0844,herbalist,18564.5,0.0,269
SYN-0845,merchant,6732.3,0.0,65
SYN-0846,merchant,5903.7,0.0,66
SYN-0847,merchant,15517.1,0.0,227
SYN-0848,merchant,6427.6,1.0,94
SYN-0849,merchant,16075.6,1.0,250
SYN-0850,scholar,10260.1,0.0,164
SYN-0851,scholar,9193.9,0.0,135
SYN-0852,scholar,8614.7,0.0,86
SYN-0853,scholar,9451.2,0.0,113
SYN-0854,scholar,8482.4,0.0,104
SYN-0855,innkeeper,16396.6,0.0,159
SYN-0856,innkeeper,8050.9,0.0,99
SYN-0857,innkeeper,8566.0,0.0,89
SYN-0858,innkeeper,6301.6,0.0,48
SYN-0859,innkeeper,6499.4,0.0,82
SYN-0860,herbalist,18436.2,1.0,133
SYN-0861,herbalist,7994.4,0.0,84
SYN-0862,herbalist,10656.1,0.0,196
SYN-0863,herbalist,12435.0,0.0,186
SYN-0864,herbalist,12875.8,0.0,178
SYN-0865,merchant,8861.9,0.0,69
SYN-0866,merchant,9264.1,0.0,62
SYN-0867,merchant,25208.0,0.0,255
SYN-0868,merchant,10949.9,0.0,125
SYN-0869,merchant,9737.4,0.0,119
SYN-0870,scholar,20934.6,0.0,233
SYN-0871,scholar,5309.6,0.0,73
SYN-0872,scholar,7278.6,0.0,115
SYN-0873,scholar,9066.1,0.0,160
SYN-0874,scholar,11477.6,0.0,180
SYN-0875,innkeeper,7055.5,0.0,54
SYN-0876,innkeeper,8594.7,0.0,66
SYN-0877,innkeeper,9469.0,0.0,86
SYN-0878,innkeeper,12470.5,0.0,125
SYN-0879,innkeeper,5951.3,0.0,43
SYN-0880,herbalist,10610.7,0.0,118
SYN-0881,herbalist,23940.9,0.0,269
SYN-0882,herbalist,12894.2,0.0,172
SYN-0883,herbalist,6798.4,0.0,72
SYN-0884,herbalist,6828.0,0.0,81
SYN-0885,merchant,6186.8,0.0,64
SYN-0886,merchant,5561.7,0.0,60
SYN-0887,merchant,9521.3,0.0,81
SYN-0888,merchant,9293.3,0.0,148
SYN-0889,merchant,10230.3,0.0,131
SYN-0890,scholar,6846.9,0.0,56
SYN-0891,scholar,20720.7,0.0,279
SYN-0892,scholar,9337.9,0.0,119
SYN-0893,scholar,12260.8,1.0,168
SYN-0894,scholar,8339.1,0.0,90
SYN-0895,innkeeper,7958.9,0.0,76
SYN-0896,innkeeper,5775.3,0.0,73
SYN-0897,innkeeper,6293.3,0.0,67
SYN-0898,innkeeper,5136.9,0.0,51
SYN-0899,innkeeper,5866.8,0.0,74
SYN-0900,merchant,10813.7,0.0,161
SYN-0901,merchant,5095.6,0.0,55
SYN-0902,scholar,16228.2,0.0,250
SYN-0903,scholar,7577.7,0.0,86
SYN-0904,innkeeper,9420.2,0.0,131
SYN-0905,merchant,10246.0,0.0,173
SYN-0906,merchant,5681.9,0.0,47
SYN-0907,merchant,5178.1,1.0,48
SYN-0908,merchant,10181.0,0.0,123
SYN-0909,merchant,6593.2,0.0,80
SYN-0910,merchant,6101.2,0.0,75
SYN-0911,scholar,6810.6,0.0,82
SYN-0912,scholar,7453.5,0.0,100
SYN-0913,scholar,4099.9,0.0,26
SYN-0914,scholar,5765.7,0.0,64
SYN-0915,scholar,5262.0,0.0,66
SYN-0916,scholar,7158.9,0.0,82
SYN-0917,innkeeper,5801.9,0.0,68
SYN-0918,innkeeper,7679.5,0.0,85
SYN-0919,innkeeper,10835.9,0.0,126
SYN-0920,innkeeper,7865.2,1.0,118
SYN-0921,herbalist,16817.8,0.0,273
SYN-0922,herbalist,10046.4,0.0,162
SYN-0923,herbalist,7627.6,1.0,84
SYN-0924,merchant,9338.8,0.0,149
SYN-0925,merchant,9952.5,0.0,159
SYN-0926,merchant,8456.9,0.0,103
SYN-0927,merchant,5663.3,0.0,58
SYN-0928,merchant,5783.0,0.0,58
SYN-0929,scholar,7656.9,1.0,98
SYN-0930,scholar,6038.4,0.0,83
SYN-0931,scholar,8646.1,0.0,100
SYN-0932,scholar,7434.0,0.0,89
SYN-0933,scholar,16808.7,0.0,376
SYN-0934,innkeeper,6428.9,0.0,55
SYN-0935,innkeeper,5631.9,0.0,71
SYN-0936,innkeeper,7267.8,0.0,81
SYN-0937,innkeeper,6000.9,0.0,54
SYN-0938,innkeeper,7677.6,0.0,72
SYN-0939,herbalist,7657.3,0.0,99
SYN-0940,herbalist,8082.8,1.0,99
SYN-0941,merchant,6847.7,0.0,72
SYN-0942,merchant,8139.1,0.0,118
SYN-0943,merchant,8862.9,0.0,136
SYN-0944,merchant,9971.3,0.0,112
SYN-0945,merchant,9968.7,0.0,124
SYN-0946,scholar,10328.9,0.0,142
SYN-0947,scholar,14515.0,0.0,268
SYN-0948,scholar,5912.5,0.0,64
SYN-0949,scholar,10171.0,0.0,149
SYN-0950,scholar,4074.8,0.0,31
SYN-0951,innkeeper,17341.3,0.0,236
SYN-0952,innkeeper,4919.6,0.0,39
SYN-0953,innkeeper,5583.9,0.0,55
SYN-0954,innkeeper,6194.0,0.0,78
SYN-0955,innkeeper,6013.3,0.0,58
SYN-0956,herbalist,9832.5,0.0,132
SYN-0957,herbalist,13086.2,0.0,201
SYN-0958,merchant,7821.3,0.0,83
SYN-0959,merchant,6564.6,0.0,72
SYN-0960,merchant,7212.2,1.0,79
SYN-0961,merchant,4740.7,0.0,46
SYN-0962,merchant,6829.4,0.0,70
SYN-0963,scholar,10815.3,0.0,159
SYN-0964,scholar,15541.4,0.0,309
SYN-0965,scholar,5965.2,0.0,67
SYN-0966,scholar,8058.7,0.0,103
SYN-0967,scholar,5354.0,0.0,48
SYN-0968,innkeeper,11266.6,0.0,133
SYN-0969,innkeeper,8593.0,0.0,110
SYN-0970,innkeeper,8782.5,0.0,164
SYN-0971,innkeeper,10430.6,0.0,131
SYN-0972,herbalist,7676.6,0.0,74
SYN-0973,herbalist,11775.4,0.0,144
SYN-0974,herbalist,11046.0,0.0,156
SYN-0975,merchant,7033.4,0.0,88
SYN-0976,merchant,6649.3,0.0,69
SYN-0977,merchant,6024.1,0.0,93
SYN-0978,merchant,12092.3,0.0,180
SYN-0979,merchant,9349.4,0.0,107
SYN-0980,merchant,8129.5,0.0,104
SYN-0981,scholar,7064.3,0.0,108
SYN-0982,scholar,4398.6,0.0,54
SYN-0983,scholar,4102.6,0.0,24
SYN-0984,scholar,8747.3,0.0,101
SYN-0985,innkeeper,5953.4,0.0,64
SYN-0986,innkeeper,9047.5,0.0,143
SYN-0987,innkeeper,7186.3,0.0,73
SYN-0988,innkeeper,7822.8,0.0,99
SYN-0989,herbalist,9976.1,0.0,114
SYN-0990,herbalist,7052.3,0.0,82
SYN-0991,herbalist,9351.9,0.0,125
SYN-0992,guard,3902.1,0.0,17
SYN-0993,guard,10114.7,0.0,130
SYN-0994,merchant,9103.5,0.0,105
SYN-0995,merchant,4491.1,0.0,36
SYN-0996,merchant,6837.3,0.0,72
SYN-0997,merchant,16142.0,0.0,269
SYN-0998,scholar,8295.0,0.0,124
SYN-0999,scholar,12980.6,0.0,190
SYN-1000,scholar,8895.9,0.0,155
SYN-1001,innkeeper,5562.0,0.0,76
SYN-1002,innkeeper,9774.0,0.0,205
SYN-1003,innkeeper,10750.6,0.0,148
